#OTU ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
OTU_67	31	33	39	34	59	32	128	125	81	431	96	361	27	16	22	34	98	46
OTU_1195	5	3	0	3	0	8	8	1	6	2	1	3	0	0	4	3	4	4
OTU_292	21	23	29	9	61	17	16	24	8	7	12	8	8	6	42	16	13	11
OTU_442	22	51	0	27	87	10	29	15	19	9	17	16	10	17	10	11	35	19
OTU_33	208	182	143	147	88	187	269	179	190	180	238	263	223	210	339	254	259	314
OTU_360	14	12	44	9	2	2	29	5	11	23	15	9	0	38	5	33	13	24
OTU_44	192	111	226	216	399	172	79	39	107	87	90	57	146	214	100	62	174	98
OTU_113	30	97	56	68	50	50	58	58	57	56	42	55	46	52	70	42	44	61
OTU_818	3	5	4	0	1	2	5	5	4	6	6	10	1	9	10	10	3	5
OTU_418	23	9	6	3	20	19	9	6	15	20	8	6	12	6	10	10	12	17
OTU_485	2	11	1	10	5	7	12	12	6	12	32	35	7	5	11	5	9	4
OTU_83	111	34	45	90	118	166	18	18	86	36	28	57	74	156	34	60	71	44
OTU_80	92	30	40	59	125	38	42	99	45	97	212	54	53	23	106	58	80	53
OTU_1414	6	3	1	0	3	5	3	3	1	0	2	5	2	2	2	4	4	4
OTU_271	27	29	7	10	5	23	43	24	23	18	22	40	13	8	11	20	20	18
OTU_27	191	249	203	119	154	206	258	160	146	141	190	210	169	180	232	185	118	225
OTU_43	145	123	41	56	45	101	532	195	304	288	137	548	50	18	75	48	28	71
OTU_126	46	44	41	42	27	40	40	75	49	42	35	55	44	20	71	45	54	80
OTU_3004	2	1	0	1	0	0	3	0	2	1	0	1	3	1	0	2	0	2
OTU_89	55	68	38	38	31	53	89	62	55	78	76	64	43	93	71	104	70	93
OTU_46	130	121	83	170	69	116	190	109	162	141	186	103	130	204	173	185	137	178
OTU_66	69	111	38	50	42	49	160	110	85	89	94	117	94	72	114	78	63	90
OTU_612	3	5	3	5	4	1	8	22	10	12	10	5	11	2	10	13	6	6
OTU_3287	1	0	0	0	0	0	5	3	1	2	2	1	0	0	3	2	1	2
OTU_240	23	32	23	21	17	19	31	36	35	31	26	29	34	30	35	24	16	31
OTU_338	36	4	15	8	89	29	4	0	5	7	2	6	10	10	8	8	17	16
OTU_56	136	119	146	172	198	139	80	85	67	98	105	70	98	91	93	86	102	101
OTU_747	10	14	6	13	6	13	16	7	9	14	19	14	10	8	11	8	9	9
OTU_435	9	20	6	18	6	17	18	10	9	7	8	23	14	7	7	11	15	18
OTU_64	59	95	133	167	131	129	53	34	67	65	74	42	71	126	71	97	148	51
OTU_853	11	7	5	17	4	10	0	5	6	2	2	5	4	4	3	3	2	5
OTU_1269	3	3	9	5	0	1	13	4	5	5	3	11	3	3	2	3	7	8
OTU_114	63	55	90	94	105	50	39	38	44	45	55	45	68	67	73	75	64	86
OTU_1296	4	1	0	1	0	0	2	7	8	3	0	7	2	0	0	6	10	1
OTU_76	51	46	107	64	75	63	44	28	63	38	60	93	35	186	42	276	34	49
OTU_964	67	156	199	79	69	82	108	105	149	102	143	93	126	208	122	130	123	169
OTU_10	371	364	693	760	1024	664	203	178	281	283	406	279	342	593	248	263	524	285
OTU_984	5	3	4	1	2	1	14	7	9	13	3	9	5	5	10	12	6	10
OTU_1986	100	56	65	81	63	80	50	41	48	56	52	52	58	70	83	73	66	70
OTU_754	7	7	5	8	4	1	8	3	7	13	5	9	3	6	9	2	0	5
OTU_37	130	101	134	53	142	116	186	131	118	131	177	184	151	227	300	203	234	244
OTU_409	15	29	16	13	12	20	17	14	16	8	10	12	9	11	3	7	18	9
OTU_9	343	806	355	444	271	555	294	447	639	395	554	402	587	326	444	431	759	520
OTU_382	21	24	12	15	2	7	23	14	11	15	14	34	18	10	8	10	7	18
OTU_697	8	4	6	0	1	8	15	5	2	10	6	21	3	5	6	4	1	6
OTU_920	9	6	5	10	11	8	0	0	1	1	1	3	3	3	1	3	2	4
OTU_1207	5	1	10	10	8	9	5	3	4	4	9	9	5	10	3	7	6	8
OTU_366	69	68	101	98	68	59	49	53	63	32	47	42	52	50	75	65	70	44
OTU_942	12	11	3	4	2	5	11	6	7	6	4	12	4	6	5	7	3	10
OTU_103	51	58	13	86	64	150	24	32	43	36	53	40	75	52	53	48	56	36
OTU_436	16	23	9	14	16	20	9	17	22	12	12	7	20	16	14	13	13	13
OTU_136	32	25	20	36	79	31	37	30	42	54	38	32	26	38	63	87	47	30
OTU_480	6	10	1	5	0	5	32	9	7	8	10	8	6	6	22	3	14	28
OTU_216	30	63	11	31	7	9	25	34	23	26	31	21	41	12	25	17	8	25
OTU_324	24	10	28	30	17	41	10	8	27	16	17	22	39	27	12	19	31	13
OTU_207	35	26	43	37	25	35	23	32	17	19	27	18	18	30	22	26	26	27
OTU_1108	2	0	1	1	4	6	4	2	5	6	4	3	5	2	3	2	10	4
OTU_1201	11	3	4	2	3	5	2	8	12	3	3	4	1	2	2	2	4	3
OTU_2098	1	1	3	0	2	0	3	3	4	5	3	2	3	0	5	2	1	4
OTU_181	44	27	24	16	10	36	41	26	24	29	38	49	45	39	43	47	28	42
OTU_461	71	87	51	146	61	104	95	55	48	59	78	67	45	56	108	87	25	77
OTU_2625	1	1	1	1	0	3	0	0	0	3	4	3	1	0	2	0	3	2
OTU_1876	4	2	6	0	3	1	5	10	5	2	4	12	5	2	4	8	3	2
OTU_2293	2	7	0	0	1	0	1	1	3	2	3	3	2	2	2	0	1	1
OTU_160	29	36	17	36	21	67	22	26	34	20	72	29	35	23	13	29	32	18
OTU_733	5	6	3	3	2	5	12	4	11	4	16	4	3	4	5	7	9	12
OTU_1478	10	1	11	11	8	7	4	4	4	4	5	1	5	9	5	5	7	14
OTU_20	189	435	86	261	156	160	72	119	49	183	115	109	251	295	107	137	1562	115
OTU_194	20	39	11	20	43	16	19	24	16	37	19	21	36	19	36	24	19	37
OTU_51	160	112	652	8	43	80	34	31	368	299	27	18	53	52	73	19	58	31
OTU_117	46	31	57	19	35	57	23	78	158	88	57	26	53	45	53	56	19	22
OTU_859	11	7	2	11	1	8	9	7	2	15	2	3	10	9	4	5	16	8
OTU_351	29	1	3	28	13	12	47	12	28	18	16	40	8	10	6	8	5	9
OTU_1518	3	0	6	10	1	1	7	2	1	1	1	2	4	3	1	7	3	0
OTU_934	23	42	33	21	39	38	13	12	23	10	15	17	9	24	21	23	26	20
OTU_108	53	27	57	51	83	50	28	41	55	98	87	70	30	48	40	53	54	50
OTU_286	21	17	15	19	6	8	50	26	19	19	17	28	16	28	30	22	12	26
OTU_1982	21	5	6	10	8	10	4	2	10	8	4	4	3	8	2	2	4	2
OTU_478	10	4	22	18	7	22	6	14	2	11	11	8	9	15	25	12	7	5
OTU_465	54	94	23	10	2	23	26	19	22	28	10	25	31	17	21	4	14	19
OTU_2832	3	11	8	7	5	5	8	14	4	2	13	9	5	3	3	6	4	5
OTU_71	57	62	140	82	286	52	40	68	16	90	100	59	62	50	58	99	148	78
OTU_158	45	77	27	86	7	32	46	54	42	30	27	41	42	26	34	39	32	92
OTU_350	12	8	10	7	9	13	5	1	10	5	27	6	11	85	13	7	32	5
OTU_259	25	16	14	8	14	12	31	14	17	19	23	29	37	27	35	22	12	32
OTU_421	22	5	10	17	18	18	7	13	39	49	27	33	12	45	35	47	11	28
OTU_768	14	3	18	0	1	2	0	41	2	2	0	4	0	1	13	3	0	2
OTU_79	106	113	103	93	135	162	47	38	53	63	64	67	55	59	63	93	71	63
OTU_26	169	186	121	397	62	31	223	274	313	94	187	126	376	79	171	90	10	624
OTU_2863	4	1	0	1	0	2	10	8	4	9	3	7	5	5	5	5	10	11
OTU_438	10	11	12	5	20	55	18	11	5	9	10	12	7	4	8	7	4	12
OTU_99	44	27	37	80	42	87	25	19	94	78	45	27	118	99	33	58	43	44
OTU_446	10	7	9	6	22	8	4	37	1	4	14	6	1	3	4	12	8	14
OTU_189	37	25	44	35	51	42	21	18	19	13	37	25	22	34	33	16	29	30
OTU_70	96	43	59	98	76	362	44	36	71	67	50	106	54	49	93	60	59	66
OTU_72	82	49	52	74	27	84	53	41	57	55	83	73	34	122	98	295	89	62
OTU_643	3	0	15	7	10	1	8	4	6	9	10	8	4	7	10	7	13	7
OTU_32	173	152	145	140	117	149	216	141	148	160	179	193	192	221	242	154	139	228
OTU_3140	20	13	24	6	4	5	14	13	9	3	8	22	9	2	16	4	10	31
OTU_979	15	4	10	8	2	6	3	11	8	7	4	4	6	1	5	8	3	2
OTU_47	157	156	184	194	214	233	121	93	131	128	125	111	123	126	129	210	148	163
OTU_525	9	10	2	4	2	11	19	7	6	8	10	14	7	9	10	1	9	8
OTU_102	43	72	49	69	128	52	67	51	49	46	58	56	58	53	92	88	54	67
OTU_1008	8	2	5	15	11	5	1	2	2	1	0	0	1	0	2	1	4	2
OTU_606	15	6	1	4	0	3	39	7	4	7	4	14	3	1	7	2	5	17
OTU_241	12	8	36	10	9	8	32	14	20	27	22	21	18	9	39	22	6	48
OTU_228	22	29	24	9	23	13	17	23	13	25	27	20	25	37	26	11	37	20
OTU_1219	4	7	2	2	4	1	0	4	3	2	0	1	5	3	3	0	3	3
OTU_971	43	45	63	47	27	46	28	33	61	34	29	19	72	37	36	36	65	69
OTU_2501	28	25	30	11	23	20	49	23	21	20	20	24	27	18	13	39	26	17
OTU_204	14	10	17	7	6	3	28	21	40	28	17	28	31	65	37	54	43	38
OTU_109	47	56	13	21	2	2	57	101	40	43	30	74	173	23	91	103	0	130
OTU_23	123	439	509	90	190	293	74	81	71	132	170	69	159	231	125	493	150	117
OTU_84	42	107	41	2	9	343	90	18	29	143	27	25	212	0	36	62	25	49
OTU_1824	94	130	133	129	116	114	88	140	97	68	150	68	91	118	101	98	115	88
OTU_2855	7	3	2	3	4	0	2	5	5	4	2	5	3	2	3	0	4	3
OTU_154	29	106	39	50	33	31	29	41	24	38	29	49	62	45	27	63	14	30
OTU_285	22	17	13	16	5	19	12	20	27	14	18	24	17	17	23	31	11	28
OTU_1466	4	2	3	3	5	3	7	1	1	1	1	2	1	2	0	3	2	4
OTU_400	4	20	19	15	11	6	11	12	18	8	15	13	19	17	16	12	12	6
OTU_352	8	34	9	5	4	9	14	30	23	10	8	22	13	13	20	10	6	11
OTU_239	21	13	25	15	43	21	12	11	15	5	23	9	33	35	12	28	21	22
OTU_303	25	17	0	2	1	13	10	21	55	17	10	27	21	1	9	3	8	71
OTU_264	19	59	24	11	7	22	23	32	17	34	22	19	37	20	20	32	23	26
OTU_581	5	3	0	1	1	1	14	19	2	7	16	11	17	6	13	5	14	8
OTU_294	14	15	13	8	5	17	29	17	27	20	28	28	19	14	30	16	9	27
OTU_213	34	29	34	25	20	17	19	15	23	16	33	25	21	47	32	52	20	27
OTU_13	166	181	377	354	530	381	172	510	472	291	485	187	377	284	420	279	575	514
OTU_162	43	45	59	52	12	45	65	28	40	36	34	52	29	15	46	18	21	33
OTU_2049	4	4	0	1	1	2	7	9	4	1	2	5	4	2	2	2	7	2
OTU_92	23	107	6	161	11	69	84	29	56	45	73	38	44	124	63	97	50	47
OTU_53	94	181	157	122	65	92	105	160	121	85	118	79	99	100	134	150	102	144
OTU_914	2	7	4	0	2	2	10	2	5	8	7	6	8	2	7	6	0	11
OTU_164	49	40	33	28	5	21	89	49	49	36	33	91	45	19	49	16	24	65
OTU_282	34	12	75	48	114	118	21	72	13	26	26	16	21	25	26	25	39	24
OTU_1119	4	0	35	1	0	0	2	5	0	0	0	7	0	3	0	0	0	0
OTU_1066	4	5	3	11	5	6	4	3	3	2	4	2	4	3	3	5	4	6
OTU_175	86	21	50	36	104	86	5	4	16	12	11	1	21	19	17	13	26	35
OTU_223	100	4	6	9	104	0	9	5	28	3	10	6	12	1	77	21	6	15
OTU_2075	5	0	0	0	0	1	1	1	3	2	0	0	0	1	13	0	0	0
OTU_2788	4	1	1	0	1	0	4	3	5	2	3	4	1	1	3	3	1	1
OTU_257	27	39	22	25	40	41	11	12	10	12	13	24	17	17	10	27	19	17
OTU_266	27	24	16	21	3	20	11	25	32	21	21	37	40	10	13	39	8	14
OTU_195	33	48	49	60	48	53	38	21	29	31	19	46	13	23	28	32	31	22
OTU_1760	1	2	2	3	2	3	3	4	0	0	0	2	0	2	1	0	4	1
OTU_193	25	55	6	42	10	18	32	34	28	27	38	17	14	54	39	61	20	51
OTU_326	14	14	12	5	3	11	19	37	16	14	15	25	12	15	20	13	8	17
OTU_238	16	48	37	22	34	44	23	18	11	12	23	20	16	15	26	23	39	23
OTU_319	13	13	12	32	20	22	11	5	17	13	14	7	19	26	19	12	19	15
OTU_1938	6	11	8	4	0	4	10	10	7	6	4	2	4	6	3	6	3	4
OTU_100	81	19	39	60	295	28	30	54	17	115	72	43	33	7	52	60	42	73
OTU_50	124	72	126	313	242	303	30	30	114	78	66	47	192	187	77	121	107	106
OTU_584	12	5	4	3	5	7	5	7	7	4	9	8	8	8	10	6	8	10
OTU_288	15	22	25	19	18	21	22	29	14	12	30	31	30	27	24	18	19	21
OTU_1480	3	3	2	1	0	1	5	14	8	2	4	5	7	10	11	7	3	2
OTU_919	6	7	3	1	0	2	9	5	5	8	2	3	5	8	3	6	8	11
OTU_49	94	180	193	50	47	98	128	133	74	47	88	166	180	78	132	289	132	170
OTU_90	28	9	42	42	204	25	44	329	14	66	157	48	7	23	111	18	165	100
OTU_1003	10	4	6	8	0	3	3	4	6	0	3	1	12	1	3	0	2	5
OTU_985	13	13	17	10	10	12	5	14	17	13	6	10	12	4	12	15	8	7
OTU_411	10	9	4	7	34	11	3	8	9	5	19	12	7	10	15	14	27	12
OTU_41	387	236	286	569	419	605	91	62	173	112	164	190	183	220	138	193	236	184
OTU_231	17	29	20	16	10	5	5	7	135	8	31	6	15	8	11	19	40	24
OTU_766	7	6	16	0	2	7	9	2	2	7	6	5	4	5	8	3	1	10
OTU_694	9	6	5	6	2	9	6	10	5	6	8	6	4	4	4	5	7	7
OTU_147	48	70	51	23	25	64	48	19	23	27	39	22	17	45	22	33	66	31
OTU_2787	5	0	2	1	2	3	3	5	3	1	2	4	1	3	1	0	1	3
OTU_1072	59	33	63	56	59	63	39	41	44	41	59	33	38	39	64	47	40	42
OTU_1159	2	3	0	3	0	12	2	2	0	29	0	0	0	0	2	0	1	7
OTU_2415	7	2	0	4	3	6	5	1	5	4	4	5	7	9	2	1	2	3
OTU_632	4	2	4	6	0	1	13	11	8	8	15	11	4	8	10	4	5	7
OTU_267	19	15	34	16	59	14	9	12	9	9	17	10	26	35	20	22	17	22
OTU_3137	3	3	2	0	0	1	2	0	0	2	1	2	0	1	1	4	0	3
OTU_289	18	15	17	9	9	13	18	51	30	27	30	38	18	7	23	54	11	29
OTU_770	9	8	8	0	0	21	11	1	3	7	5	2	1	0	5	9	2	6
OTU_1695	2	0	1	1	3	6	2	3	0	2	2	5	4	6	1	1	2	0
OTU_307	31	30	55	14	31	24	5	12	7	12	20	8	7	10	23	17	9	13
OTU_61	79	80	63	74	188	80	119	87	68	110	63	46	116	140	121	94	74	131
OTU_347	18	17	40	5	6	15	22	13	7	13	19	22	15	17	19	5	7	18
OTU_447	9	8	5	7	5	2	6	11	16	15	5	7	6	19	16	13	15	10
OTU_30	174	118	169	200	202	276	132	109	214	285	139	99	189	200	200	171	151	167
OTU_2251	10	7	4	2	6	9	17	9	15	11	30	20	16	10	5	14	17	9
OTU_156	50	71	66	29	58	78	57	24	24	30	42	42	19	26	32	31	34	36
OTU_573	15	19	35	12	27	26	13	7	12	15	14	8	9	5	12	7	13	11
OTU_36	200	71	110	260	202	378	63	39	286	183	99	95	258	334	122	157	165	113
OTU_2640	5	1	0	0	1	0	7	2	6	2	2	2	1	7	3	0	1	5
OTU_210	27	32	14	19	28	17	38	37	16	23	23	33	8	18	39	26	25	32
OTU_1266	4	6	1	9	2	6	25	9	7	3	21	8	5	20	13	5	10	10
OTU_2301	29	24	38	11	21	27	30	21	16	17	12	15	15	7	51	28	9	24
OTU_253	39	18	39	47	44	52	9	18	18	15	16	16	23	51	14	21	28	16
OTU_233	28	18	41	41	21	20	17	18	41	11	12	18	18	28	24	38	24	10
OTU_803	7	9	2	7	0	6	12	6	11	6	9	11	5	4	3	8	5	11
OTU_938	4	5	5	5	5	5	8	6	4	2	4	12	8	5	5	9	2	4
OTU_1990	10	9	5	9	21	20	24	15	12	8	3	19	3	6	4	33	0	10
OTU_28	234	286	57	398	124	170	136	252	138	220	216	130	351	317	205	248	193	197
OTU_874	41	56	69	75	59	67	35	29	48	41	49	46	40	45	35	76	79	48
OTU_1841	2	3	4	5	2	6	1	8	4	3	9	4	1	1	7	1	2	7
OTU_104	71	74	84	76	113	79	26	30	52	51	54	71	54	69	55	47	76	35
OTU_159	55	40	6	13	7	15	32	33	55	47	38	21	39	34	84	54	45	37
OTU_806	5	8	8	8	5	5	6	10	3	3	2	1	5	2	5	13	6	7
OTU_317	63	5	98	11	1	9	6	9	8	9	12	27	0	6	14	28	2	4
OTU_1769	2	3	1	5	1	2	0	1	2	1	1	1	3	2	4	4	1	3
OTU_582	18	21	3	0	0	5	13	8	6	10	3	9	44	5	9	0	9	6
OTU_2097	4	2	2	3	0	1	6	1	0	4	7	4	5	3	5	3	6	3
OTU_378	15	131	31	15	20	38	32	53	80	27	42	36	47	58	82	83	24	57
OTU_314	11	13	7	9	10	31	6	20	30	30	15	34	22	8	16	35	10	16
OTU_1908	3	1	1	1	0	0	7	9	10	12	2	2	7	12	16	9	16	7
OTU_269	28	8	38	25	30	15	6	10	4	25	26	18	14	22	20	29	23	18
OTU_335	9	16	13	7	5	6	52	19	37	11	10	13	6	14	19	11	13	17
OTU_2411	7	13	20	12	7	10	8	10	10	8	10	8	6	12	10	10	19	8
OTU_2643	1	0	0	0	0	0	2	1	2	0	2	1	1	2	1	0	0	2
OTU_169	33	15	7	12	40	18	54	48	16	24	14	17	97	49	33	22	19	63
OTU_337	25	9	4	8	4	14	26	11	16	10	25	29	17	9	11	17	14	18
OTU_229	14	23	20	11	12	17	27	13	12	16	28	24	23	32	31	30	34	44
OTU_1012	45	38	89	22	7	22	33	34	20	20	22	40	20	21	42	24	19	37
OTU_707	4	9	17	7	0	6	4	6	7	10	7	2	15	9	4	7	0	4
OTU_101	82	98	12	28	32	57	103	55	62	47	74	108	60	37	72	40	56	71
OTU_1434	5	1	0	2	0	3	0	8	1	2	7	0	4	3	5	1	0	0
OTU_301	29	19	24	46	29	31	22	19	23	15	21	24	16	10	16	15	19	26
OTU_907	17	14	0	1	0	0	5	4	5	28	1	1	2	0	2	5	1	1
OTU_497	8	20	10	7	2	6	9	14	9	11	10	8	16	6	10	7	13	11
OTU_1635	7	0	5	16	0	2	4	3	0	1	3	2	4	0	2	1	2	0
OTU_943	11	3	5	2	2	3	0	1	5	3	2	3	18	0	5	5	1	6
OTU_185	48	29	44	69	35	55	14	13	36	21	7	12	55	27	12	10	39	24
OTU_1495	5	4	1	0	0	0	1	1	1	0	0	1	1	22	1	0	0	1
OTU_2478	1	0	0	0	0	0	3	1	3	0	1	4	2	0	2	0	0	4
OTU_1631	2	6	0	2	0	0	4	0	0	0	1	1	0	0	0	22	2	2
OTU_607	43	67	127	87	124	86	45	68	61	35	147	53	71	51	68	70	71	59
OTU_1046	41	32	31	32	26	35	20	26	20	24	23	19	20	50	35	55	23	27
OTU_1435	2	3	5	2	1	3	3	3	3	2	7	2	4	1	1	2	0	0
OTU_944	4	1	9	0	0	1	4	2	6	1	3	4	3	5	3	2	5	7
OTU_359	29	16	19	3	9	23	19	15	5	7	10	26	12	8	10	8	12	14
OTU_180	24	40	31	34	19	34	35	52	43	30	27	49	37	33	60	27	22	54
OTU_445	28	30	57	65	66	48	39	32	34	37	34	55	21	65	55	39	42	56
OTU_12	32	118	622	315	193	213	197	735	677	469	373	122	289	298	239	204	473	590
OTU_1805	9	6	5	6	2	8	10	9	6	5	9	11	11	3	5	3	1	6
OTU_133	52	46	39	75	37	56	31	23	45	36	35	47	48	39	49	32	38	39
OTU_1156	38	90	45	55	15	45	73	58	69	38	50	65	43	46	62	54	44	57
OTU_1945	3	2	0	0	0	1	2	2	2	0	0	6	3	1	1	1	1	5
OTU_1361	3	7	1	2	1	2	5	4	0	1	5	1	6	4	4	4	4	4
OTU_1740	4	2	0	2	2	2	8	0	3	1	3	3	3	0	1	0	0	4
OTU_130	27	74	15	55	8	123	24	7	21	46	18	21	10	21	93	19	15	126
OTU_1392	4	2	0	4	1	3	4	3	3	1	6	3	4	2	2	2	1	5
OTU_38	123	56	83	219	150	213	46	35	216	138	100	141	218	619	70	126	152	94
OTU_179	16	3	80	40	53	13	18	81	8	28	51	23	40	24	18	29	63	48
OTU_276	25	14	25	37	9	15	37	9	21	16	18	21	16	14	32	35	30	30
OTU_1773	12	6	12	5	4	8	14	11	48	4	7	12	9	2	10	6	7	6
OTU_2244	8	6	10	12	14	13	20	11	9	18	9	18	3	5	19	7	14	12
OTU_129	122	142	470	252	445	285	135	228	113	157	232	102	199	259	155	217	409	277
OTU_417	13	22	7	19	10	11	21	10	19	7	10	17	9	13	7	5	10	14
OTU_123	60	64	46	56	68	64	34	20	46	31	45	45	45	48	58	43	49	40
OTU_675	5	17	18	4	4	6	3	6	8	4	2	3	8	8	8	10	1	9
OTU_2899	13	18	3	2	3	12	28	28	13	8	9	6	7	2	6	2	16	1
OTU_2628	20	8	8	3	4	4	26	13	7	12	20	15	14	6	9	20	4	16
OTU_779	8	4	29	2	0	6	8	5	3	1	2	1	1	3	9	2	3	5
OTU_224	37	99	9	14	6	20	28	50	20	12	10	28	26	41	32	19	14	26
OTU_427	57	80	99	61	41	53	29	76	76	53	53	41	125	104	92	60	153	125
OTU_508	7	7	6	8	20	13	9	8	11	5	5	11	5	8	9	9	4	15
OTU_173	4	4	0	564	0	3	42	29	7	14	7	15	5	1	2	5	2	1
OTU_2975	2	1	3	1	0	3	2	4	2	3	0	1	0	2	3	1	3	3
OTU_1410	4	3	0	1	2	1	0	4	3	0	2	5	4	4	2	1	2	5
OTU_3189	1	1	2	0	0	0	0	0	1	0	1	2	1	0	0	2	1	0
OTU_2918	3	1	11	0	0	0	0	0	0	0	0	1	4	1	2	3	2	4
OTU_2216	1	3	0	0	0	1	6	2	3	2	0	2	0	0	0	1	2	1
OTU_55	41	43	98	91	121	66	109	68	110	136	105	84	123	238	194	164	139	115
OTU_345	24	35	5	25	12	16	39	42	28	22	20	31	25	12	38	14	11	31
OTU_1549	7	10	0	0	1	2	5	2	13	2	4	3	2	3	1	2	0	3
OTU_268	25	5	22	16	14	22	11	54	13	16	24	21	11	11	8	17	23	29
OTU_78	93	74	57	83	52	68	33	68	12	35	127	65	7	0	103	94	145	138
