ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6
ASV_75	5.777	15.21	1	1	NotSig	0.632	0.012	0	3.791	0	0	0	0	0.069	0	0	0	0	0
ASV_30	3.221	14.188	0.0402534094922601	0.428896801676326	NotSig	0.55	0.059	0	0.211	0.174	0.498	0.552	1.866	0	0	0	0	0	0.354
ASV_29	-2.777	15.371	1	1	NotSig	0.103	0.706	0.618	0	0	0	0	0	0	0	4.237	0	0	0
ASV_44	22.255	14.827	0.0740099699862347	0.428896801676326	NotSig	0.5	0	0	0	0	2.906	0.046	0.05	0	0	0	0	0	0
ASV_80	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28	-17.595	10.214	0.404656761927286	0.679000329335616	NotSig	0	0.02	0	0	0	0	0	0	0	0.119	0	0	0	0
ASV_55	-4.739	13.791	0.32605752154511	0.679000329335616	NotSig	0.018	0.482	0	0	0.058	0	0	0.05	1.417	0	0.269	0	1.205	0
ASV_726	22.428	13.362	0.00962171958575914	0.363306524436259	NotSig	0.564	0	0	1.053	0.289	0.872	0.414	0.756	0	0	0	0	0	0
ASV_25	-22.883	15.502	0.404656761927286	0.679000329335616	NotSig	0	0.773	0	0	0	0	0	0	0	0	4.64	0	0	0
ASV_286	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_95	22.53	15.149	0.404656761927286	0.679000329335616	NotSig	0.606	0	0	3.633	0	0	0	0	0	0	0	0	0	0
ASV_26	1.849	15.355	0.752553750197242	1	NotSig	0.698	0.194	4.19	0	0	0	0	0	0	0	0	0.101	0	1.062
ASV_77	-23.423	16.042	0.404656761927286	0.679000329335616	NotSig	0	1.125	0	0	0	0	0	0	0	0	0	6.747	0	0
ASV_394	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_497	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_185	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_81	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_51	-21.791	14.41	0.404656761927286	0.679000329335616	NotSig	0	0.363	0	0	0	0	0	0	2.178	0	0	0	0	0
ASV_27	-21.768	14.387	0.404656761927286	0.679000329335616	NotSig	0	0.357	0	0	0	0	0	0	2.143	0	0	0	0	0
ASV_32	-23.549	16.168	0.404656761927286	0.679000329335616	NotSig	0	1.227	0	0	0	0	0	0	0	7.363	0	0	0	0
ASV_62	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_392	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_46	-4.668	14.161	0.182287175738893	0.54686152721668	NotSig	0.015	0.39	0	0	0	0	0.092	0	1.832	0	0	0.403	0.105	0
ASV_60	22.102	14.09	0.175734335644225	0.54686152721668	NotSig	0.45	0	0	0	0	1.743	0	0.958	0	0	0	0	0	0
ASV_98	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_143	22.205	13.263	0.00962171958575914	0.363306524436259	NotSig	0.483	0	0	0.316	0.983	0.83	0.368	0.403	0	0	0	0	0	0
ASV_57	-21.72	14.291	0.175734335644225	0.54686152721668	NotSig	0	0.345	0	0	0	0	0	0	2.005	0	0.067	0	0	0
ASV_61	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_138	22.085	13.785	0.00277843011009903	0.363306524436259	NotSig	0.445	0	0.137	0.053	0.347	1.411	0.368	0.353	0	0	0	0	0	0
ASV_263	4.63	13.652	0.00615061114885908	0.363306524436259	NotSig	0.428	0.017	0.275	0.263	0.231	1.287	0.46	0.05	0.104	0	0	0	0	0
ASV_56	-6.063	13.561	0.0167114445279955	0.363306524436259	NotSig	0.008	0.562	0	0	0	0	0	0.05	1.106	0.594	0.202	1.208	0.262	0
ASV_39	22.029	13.704	0.0284406622664748	0.363306524436259	NotSig	0.428	0	0.137	0	0.058	1.038	1.335	0	0	0	0	0	0	0
ASV_59	21.918	14.505	0.175734335644225	0.54686152721668	NotSig	0.396	0	0	0.053	0	2.325	0	0	0	0	0	0	0	0
ASV_67	22.207	14.3	0.0740099699862347	0.428896801676326	NotSig	0.484	0	0	0.843	0	0	0.046	2.017	0	0	0	0	0	0
ASV_1082	2.083	14.424	0.808865613239999	1	NotSig	0.422	0.1	0.137	0.105	2.198	0.042	0	0.05	0.311	0.119	0.067	0.101	0	0
ASV_31	-2.813	13.988	0.340754470354665	0.679000329335616	NotSig	0.046	0.322	0.275	0	0	0	0	0	1.625	0	0.202	0	0.105	0
ASV_33	-5.423	14.676	0.10441457237433	0.54686152721668	NotSig	0.015	0.626	0	0	0	0.042	0.046	0	0.726	0	0.202	2.618	0.21	0
ASV_47	-22.569	15.175	0.175734335644225	0.54686152721668	NotSig	0	0.622	0	0	0	0	0	0	0.035	0	3.699	0	0	0
ASV_488	3.965	14.107	0.10441457237433	0.54686152721668	NotSig	0.448	0.029	0	0	0.521	0.125	0.276	1.765	0	0	0.067	0	0.105	0
ASV_495	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_52	-3.419	14.883	0.252951122873848	0.679000329335616	NotSig	0.069	0.735	0.412	0	0	0	0	0	0	0	1.21	3.021	0	0.177
ASV_103	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_64	-3.645	13.673	0.0115189042202442	0.363306524436259	NotSig	0.043	0.535	0.206	0	0	0	0	0.05	1.002	1.306	0.134	0.201	0.21	0.354
ASV_744	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_114	22.11	14.264	0.0284406622664748	0.363306524436259	NotSig	0.453	0	0	0.263	0.347	0	0.138	1.967	0	0	0	0	0	0
ASV_371	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_58	-5.947	15.571	0.32605752154511	0.679000329335616	NotSig	0.015	0.9	0	0	0	0.042	0.046	0	0	4.869	0.269	0	0.262	0
ASV_117	0.653	12.681	0.289362615318698	0.679000329335616	NotSig	0.265	0.168	0.343	0.527	0.231	0.249	0.138	0.101	0.657	0	0	0	0	0.354
ASV_124	22.002	12.983	0.00962171958575914	0.363306524436259	NotSig	0.42	0	0	0.211	0.81	0.664	0.23	0.605	0	0	0	0	0	0
ASV_160	-2.421	13.481	0.280474973266675	0.679000329335616	NotSig	0.072	0.387	0.275	0	0.058	0	0	0.101	0.553	0	1.143	0.101	0.524	0
ASV_68	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_756	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_236	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_208	5.172	12.848	0.0167114445279955	0.363306524436259	NotSig	0.404	0.011	0	0.737	0.578	0.249	0.506	0.353	0	0	0.067	0	0	0
ASV_37	-22.971	15.591	0.404656761927286	0.679000329335616	NotSig	0	0.822	0	0	0	0	0	0	0	0	0	4.935	0	0
ASV_50	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_532	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_90	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_129	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_147	3.594	13.827	0.252951122873848	0.679000329335616	NotSig	0.356	0.029	0	0.105	0.578	1.453	0	0	0	0	0	0	0	0.177
ASV_173	6.031	13.21	0.0167114445279955	0.363306524436259	NotSig	0.377	0.006	0	0.948	0.289	0.789	0.184	0.05	0.035	0	0	0	0	0
ASV_218	21.972	13.066	0.00277843011009903	0.363306524436259	NotSig	0.411	0	0.343	0.053	0.578	0.498	0.138	0.857	0	0	0	0	0	0
ASV_43	21.714	14.09	0.0740099699862347	0.428896801676326	NotSig	0.344	0	0	0.263	0.058	1.743	0	0	0	0	0	0	0	0
ASV_800	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_85	-5.066	15.462	0.146254257545622	0.54686152721668	NotSig	0.026	0.886	0	0	0.058	0	0	0.101	0.069	4.513	0	0.201	0	0.531
ASV_1206	2.521	12.231	0.00715477722031697	0.363306524436259	NotSig	0.359	0.063	0.481	0.211	0.463	0.374	0.276	0.353	0.138	0.238	0	0	0	0
ASV_139	22.085	14.041	0.0740099699862347	0.428896801676326	NotSig	0.445	0	0.893	1.685	0	0	0.092	0	0	0	0	0	0	0
ASV_169	4.819	13.652	0.182287175738893	0.54686152721668	NotSig	0.325	0.012	0	0.158	0	1.287	0.506	0	0.069	0	0	0	0	0
ASV_45	-2.279	13.563	0.294551628994374	0.679000329335616	NotSig	0.06	0.291	0.069	0	0.116	0.125	0	0.05	1.21	0.238	0.067	0	0.052	0.177
ASV_86	-22.866	15.435	0.175734335644225	0.54686152721668	NotSig	0	0.765	0	0	0	0	0	0	0	0	0	4.431	0.157	0
ASV_94	21.976	14.595	0.404656761927286	0.679000329335616	NotSig	0.412	0	0	2.475	0	0	0	0	0	0	0	0	0	0
ASV_1120	3.628	12.867	0.10441457237433	0.54686152721668	NotSig	0.346	0.028	0	0	0.347	0.747	0.276	0.706	0	0	0.067	0.101	0	0
ASV_1152	1.855	13.438	0.127537709297487	0.54686152721668	NotSig	0.334	0.092	0.069	0.105	0.231	0.166	0.322	1.109	0.035	0.238	0	0	0.105	0.177
ASV_174	21.874	13.753	0.175734335644225	0.54686152721668	NotSig	0.384	0	0	0	0.925	0	1.381	0	0	0	0	0	0	0
ASV_243	3.284	14.385	0.531994838836298	0.824002436163653	NotSig	0.4	0.041	0	0	2.14	0.166	0.092	0	0.069	0	0	0	0	0.177
ASV_473	21.688	13.785	0.0740099699862347	0.428896801676326	NotSig	0.338	0	0	0.263	0	1.411	0	0.353	0	0	0	0	0	0
ASV_69	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_73	2.169	14.305	0.928858960600444	1	NotSig	0.391	0.087	0	0	2.024	0	0.322	0	0	0	0.067	0.101	0	0.354
ASV_132	-3.543	12.978	0.0262787590449513	0.363306524436259	NotSig	0.031	0.358	0	0	0	0	0.184	0	0.795	0.238	0.807	0.201	0.105	0
ASV_136	-3.833	13.826	0.775029260163904	1	NotSig	0.018	0.262	0.069	0	0	0.042	0	0	1.452	0.119	0	0	0	0
ASV_146	21.57	14.189	0.404656761927286	0.679000329335616	NotSig	0.311	0	0	0	0	1.868	0	0	0	0	0	0	0	0
ASV_152	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_168	1.812	13.564	0.361129976345835	0.679000329335616	NotSig	0.345	0.098	0.481	1.211	0.174	0.208	0	0	0.035	0	0	0.504	0.052	0
ASV_201	-1.217	13.618	0.775029260163904	1	NotSig	0.133	0.31	0	0	0.347	0	0	0.454	0	0	0	0.604	1.257	0
ASV_40	-3.447	13.719	0.461950454587791	0.72688362920569	NotSig	0.023	0.251	0	0	0	0	0.138	0	1.348	0	0	0	0.157	0
ASV_121	-2	14.3	0.340754470354665	0.679000329335616	NotSig	0.103	0.412	0.618	0	0	0	0	0	0	0	2.017	0.403	0.052	0
ASV_141	21.881	14.5	0.404656761927286	0.679000329335616	NotSig	0.386	0	0	2.317	0	0	0	0	0	0	0	0	0	0
ASV_718	1.896	12.563	0.0294800070494213	0.372577110369282	NotSig	0.326	0.088	0.069	0.158	0.463	0.249	0.414	0.605	0	0	0.067	0	0.105	0.354
ASV_76	-22.232	13.374	0.00277843011009903	0.363306524436259	NotSig	0	0.493	0	0	0	0	0	0	0.553	0.119	0.336	0.101	0.786	1.062
ASV_235	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_99	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1115	1.625	12.604	0.142368182702515	0.54686152721668	NotSig	0.287	0.093	0.206	0	0.116	0.623	0.322	0.454	0.069	0	0.134	0	0	0.354
ASV_1219	1.807	12.306	0.090412064700097	0.492704279191354	NotSig	0.304	0.087	0.069	0.053	0.347	0.498	0.506	0.353	0	0	0.067	0.101	0	0.354
ASV_144	21.949	14.568	0.404656761927286	0.679000329335616	NotSig	0.405	0	0	0	2.429	0	0	0	0	0	0	0	0	0
ASV_549	-17.357	9.976	0.404656761927286	0.679000329335616	NotSig	0	0.017	0	0	0	0	0	0	0	0	0	0.101	0	0
ASV_105	-0.972	13.433	0.752553750197242	1	NotSig	0.094	0.184	0.275	0	0.289	0	0	0	1.106	0	0	0	0	0
ASV_1114	21.436	14.055	0.404656761927286	0.679000329335616	NotSig	0.284	0	0	0	0	1.702	0	0	0	0	0	0	0	0
ASV_66	-2.431	14.374	0.608101893426364	0.912152840139547	NotSig	0.1	0.542	0.343	0	0.058	0	0	0.202	0	0.238	0	0	0.891	2.124
ASV_96	21.896	14.385	0.175734335644225	0.54686152721668	NotSig	0.39	0	0	0	2.14	0	0	0.202	0	0	0	0	0	0
ASV_1081	5.396	14.176	0.0898233595612074	0.49175184865767	NotSig	0.368	0.009	0	0.158	1.851	0	0.046	0.151	0	0	0	0	0.052	0
ASV_1131	21.41	13.983	0.175734335644225	0.54686152721668	NotSig	0.279	0	0	0.053	0	1.619	0	0	0	0	0	0	0	0
ASV_225	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_282	21.665	13.836	0.00962171958575914	0.363306524436259	NotSig	0.332	0	0	0.105	0.174	0.208	0.046	1.462	0	0	0	0	0	0
ASV_324	-0.926	13.033	0.572475573921105	0.884396595342357	NotSig	0.146	0.277	0.549	0	0	0.042	0.184	0.101	0.035	0	0.336	0.101	0.838	0.354
ASV_355	21.57	13.168	0.0284406622664748	0.363306524436259	NotSig	0.311	0	0	0	0.289	0.457	0.92	0.202	0	0	0	0	0	0
ASV_479	21.655	12.653	0.00962171958575914	0.363306524436259	NotSig	0.33	0	0	0.158	0.636	0.291	0.644	0.252	0	0	0	0	0	0
ASV_78	-21.736	14.355	0.404656761927286	0.679000329335616	NotSig	0	0.349	0	0	0	0	0	0	0	0	0	0	2.095	0
ASV_97	21.723	13.978	0.175734335644225	0.54686152721668	NotSig	0.346	0	0	0	0.463	0	0	1.614	0	0	0	0	0	0
ASV_112	21.528	13.934	0.0284406622664748	0.363306524436259	NotSig	0.302	0	0	0	0.116	0.083	1.565	0.05	0	0	0	0	0	0
ASV_131	-4.267	13.618	0.182287175738893	0.54686152721668	NotSig	0.015	0.295	0	0	0	0	0.092	0	0.38	0	0.134	0	1.257	0
ASV_340	21.707	14.326	0.404656761927286	0.679000329335616	NotSig	0.342	0	0	2.054	0	0	0	0	0	0	0	0	0	0
ASV_413	-0.227	12.521	0.454957853512115	0.72688362920569	NotSig	0.128	0.15	0.069	0	0.058	0.083	0.46	0.101	0.588	0	0	0	0.314	0
ASV_1231	0.837	12.157	0.393939393939394	0.679000329335616	NotSig	0.208	0.117	0.069	0.369	0.058	0.457	0.046	0.252	0.242	0.238	0.067	0.101	0.052	0
ASV_199	-22.075	14.563	0.0740099699862347	0.428896801676326	NotSig	0	0.442	0	0	0	0	0	0	0	0	2.421	0	0.052	0.177
ASV_224	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_279	21.511	13.019	0.0740099699862347	0.428896801676326	NotSig	0.299	0	0	0.79	0.174	0.83	0	0	0	0	0	0	0	0
ASV_298	-2.136	12.521	0.0151515151515152	0.363306524436259	NotSig	0.071	0.313	0.069	0.158	0.058	0.042	0	0.101	0.588	0.475	0.202	0.101	0.157	0.354
ASV_41	-6.823	15.999	1	1	NotSig	0.01	1.091	0	0	0.058	0	0	0	0	0	0	0	0	6.549
ASV_504	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_658	21.669	14.288	0.404656761927286	0.679000329335616	NotSig	0.334	0	0	2.001	0	0	0	0	0	0	0	0	0	0
ASV_101	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_130	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_221	21.515	13.238	0.0740099699862347	0.428896801676326	NotSig	0.3	0	0	0.79	0	0.042	0.966	0	0	0	0	0	0	0
ASV_227	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_375	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_72	-0.475	13.331	0.441788161749779	0.72688362920569	NotSig	0.186	0.258	1.03	0	0	0.083	0	0	0.035	0.713	0.538	0	0.262	0
ASV_810	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_84	-21.76	12.84	0.0284406622664748	0.363306524436259	NotSig	0	0.355	0	0	0	0	0	0	0.622	0	0.067	0	0.733	0.708
ASV_863	-2.588	13.134	0.494156406817286	0.774482600658226	NotSig	0.036	0.219	0.069	0	0.058	0	0.092	0	0.899	0	0	0.101	0.314	0
ASV_1093	2.319	13.226	0.252951122873848	0.679000329335616	NotSig	0.294	0.059	0	0	0.578	0	0.23	0.958	0	0	0	0	0	0.354
ASV_337	2.57	13.128	0.213024477394567	0.629535022748123	NotSig	0.3	0.051	0.549	0.895	0.231	0.125	0	0	0.035	0	0.067	0.201	0	0
ASV_406	-3.322	12.84	0.0379414710231243	0.428896801676326	NotSig	0.031	0.313	0.137	0	0	0	0	0.05	0.311	0.119	0.538	0	0.733	0.177
ASV_70	-3.311	13.715	0.421671443406874	0.702588604161804	NotSig	0.031	0.305	0.069	0	0.116	0	0	0	0.38	0	1.345	0	0.105	0
ASV_108	1.721	14.282	1	1	NotSig	0.332	0.101	1.992	0	0	0	0	0	0	0	0	0.604	0	0
ASV_110	21.488	13.848	0.175734335644225	0.54686152721668	NotSig	0.294	0	0	1.474	0	0.291	0	0	0	0	0	0	0	0
ASV_172	21.551	14.17	0.404656761927286	0.679000329335616	NotSig	0.307	0	0	1.843	0	0	0	0	0	0	0	0	0	0
ASV_247	-21.513	12.957	0.00962171958575914	0.363306524436259	NotSig	0	0.299	0	0	0	0	0	0	0.795	0.356	0	0.101	0.367	0.177
ASV_276	5.512	12.697	0.0167114445279955	0.363306524436259	NotSig	0.263	0.006	0	0.053	0.231	0.664	0.276	0.353	0.035	0	0	0	0	0
ASV_280	3.256	13.016	0.0402534094922601	0.428896801676326	NotSig	0.282	0.029	0.206	0.474	0.058	0.125	0.828	0	0	0	0	0	0	0.177
ASV_357	2.176	12.867	0.146254257545622	0.54686152721668	NotSig	0.253	0.056	0.343	0	0.289	0.747	0.138	0	0	0	0.134	0.201	0	0
ASV_469	21.216	13.742	0.175734335644225	0.54686152721668	NotSig	0.244	0	0	0	0	1.37	0.092	0	0	0	0	0	0	0
ASV_535	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_610	-1.437	12.783	0.0379414710231243	0.428896801676326	NotSig	0.1	0.27	0	0	0	0	0.598	0	0.207	0.119	0.202	0.705	0.21	0.177
ASV_788	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1006	1.006	13.009	0.415063106856526	0.69547950768061	NotSig	0.265	0.132	0.824	0.105	0.347	0.083	0.23	0	0.035	0	0	0.403	0	0.354
ASV_125	21.314	13.934	0.404656761927286	0.679000329335616	NotSig	0.261	0	0	0	0	0	1.565	0	0	0	0	0	0	0
ASV_145	21.367	13.226	0.0284406622664748	0.363306524436259	NotSig	0.27	0	0	0	0.116	0.457	0.092	0.958	0	0	0	0	0	0
ASV_158	-3.972	12.755	0.182287175738893	0.54686152721668	NotSig	0.015	0.241	0	0	0	0	0.092	0	0.691	0	0	0	0.576	0.177
ASV_187	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_188	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_206	2.975	13.362	0.056204380768491	0.428896801676326	NotSig	0.288	0.037	0.206	1.053	0.231	0	0.184	0.05	0	0.119	0	0.101	0	0
ASV_272	3.259	13.741	0.129072605112147	0.54686152721668	NotSig	0.282	0.029	0	1.369	0.058	0.083	0.184	0	0	0	0	0	0	0.177
ASV_353	21.188	13.697	0.175734335644225	0.54686152721668	NotSig	0.239	0	0	0.105	0	1.328	0	0	0	0	0	0	0	0
ASV_396	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_498	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_579	-4.691	13.203	0.182287175738893	0.54686152721668	NotSig	0.01	0.249	0	0	0.058	0	0	0	0.484	0	0.067	0	0.943	0
ASV_681	2.455	12.505	0.0402534094922601	0.428896801676326	NotSig	0.221	0.04	0.343	0	0.058	0.581	0.092	0.252	0.242	0	0	0	0	0
ASV_738	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_82	-4.157	14.597	0.531994838836298	0.824002436163653	NotSig	0.031	0.558	0.137	0	0	0	0	0.05	0.035	0	0	0	0.838	2.478
ASV_87	-21.501	14.12	0.404656761927286	0.679000329335616	NotSig	0	0.297	0	0	0	0	0	0	0	0	0	0	1.781	0
ASV_1078	1.855	13.699	0.441788161749779	0.72688362920569	NotSig	0.285	0.079	0.069	0.211	1.33	0	0	0.101	0	0.119	0	0	0	0.354
ASV_118	-20.858	13.478	0.404656761927286	0.679000329335616	NotSig	0	0.19	0	0	0	0	0	0	1.141	0	0	0	0	0
ASV_127	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
