tax_id	abundance	lineage
6506	0.011904761904761904	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;GKS98 freshwater group;
15516	0.007936507936507936	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Aquiluna;
5786	0.01984126984126984	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius;litoreus;
8597	0.011904761904761904	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;longus;
7857	0.003968253968253968	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;
412	0.003968253968253968	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Nitratireductor;
8197	0.007936507936507936	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Psychroflexus;
6443	0.015873015873015872	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group;
8993	0.003967814837455735	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Primorskyibacter;aestuariivivens;
493	0.003968253968253968	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;
938	0.011904761904761904	Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Malaciobacter;
4245	0.007936507936507936	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;
12838	0.003968253968253968	Bacteria;Spirochaetota;MVP-15;
3865	0.003968253968253968	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta;
257	0.003968253968253968	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;
4126	0.003968254230176196	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 7;grantii;
8935	0.003968253968253968	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Hoeflea;alexandrii;
9114	0.003968253968253968	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Candidatus Thiobios;
18172	0.007936507936507936	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade III;
3805	0.003968253968253968	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Candidatus Hepatincola;
5337	0.003968253968253968	Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;Thioalkalimicrobium;
7547	0.003968253968253968	Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;
6653	0.011904761904761904	Bacteria;Patescibacteria;Gracilibacteria;
4161	0.003968253968253968	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes BD2-2;
8166	0.003968253968253968	Bacteria;Proteobacteria;Gammaproteobacteria;Competibacterales;Competibacteraceae;Candidatus Competibacter;
8733	0.003968253968253968	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;
2374	0.011904761904761904	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylotenera;
2451	0.003968253968253968	Bacteria;Patescibacteria;Gracilibacteria;Candidatus Peregrinibacteria;
7638	0.003968253968253968	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;
1663	0.003968253968253968	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;
10385	0.007936507936507936	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Tistlia;
4334	0.007936507936507936	Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;
6113	0.003968253968253968	Bacteria;Bacteroidota;Bacteroidia;Bacteroidetes VC2.1 Bac22;
15922	0.00396825396809001	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter;meonggei;
18584	0.003968253968253968	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Natranaerovirga;
2583	0.003968253968253968	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;
1591	0.003968253968253968	Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;
4908	0.007936507936507936	Bacteria;Patescibacteria;Gracilibacteria;JGI 0000069-P22;
1683	0.003968253968253968	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Agaribacter;
258	0.003968253968253968	Bacteria;Cyanobacteria;Cyanobacteriia;Phormidesmiales;Nodosilineaceae;Nodosilinea PCC-7104;
5391	0.00396825370633174	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 7;
10727	0.003968253968253968	Bacteria;Patescibacteria;Microgenomatia;Candidatus Pacebacteria;
unmapped	0.0	
mapped_unclassified	0.0	
