var	estimate	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative
Phascolarctobacterium	4.08366666666667	4.08366666666667	0	2.02046010624476	0.0993119849819019	5	-1.11188226977701	9.27921560311034	Welch Two Sample t-test	two.sided
[Eubacterium] eligens group	0.815666666666667	0.815666666666667	0	2.90096825836533	0.0337526234741972	5	0.092894912366656	1.53843842096668	Welch Two Sample t-test	two.sided
[Eubacterium] sulci group	-0.356333333333333	0	0.356333333333333	-1.94447154085808	0.109442225510597	5	-0.827404251498682	0.114737584832015	Welch Two Sample t-test	two.sided
Peptococcus	-1.27366666666667	0	1.27366666666667	-2.25006839194582	0.0742705563574392	5	-2.72876216941155	0.181428836078221	Welch Two Sample t-test	two.sided
Dorea	2.80116666666667	2.80116666666667	0	3.69007316595348	0.0141445582030557	5	0.849815615321678	4.75251771801166	Welch Two Sample t-test	two.sided
F0058	-0.254833333333333	0	0.254833333333333	-1.53596495784226	0.185144728831203	5	-0.681320887256159	0.171654220589492	Welch Two Sample t-test	two.sided
Solobacterium	-0.407833333333333	0	0.407833333333333	-2.69770056229182	0.0429017962484261	5	-0.796449094951828	-0.0192175717148388	Welch Two Sample t-test	two.sided
Lancefieldella	-0.459	0	0.459	-1.96396101212393	0.106745522355092	5	-1.05977417793598	0.141774177935979	Welch Two Sample t-test	two.sided
Desulfobulbus	-4.38433333333333	0	4.38433333333333	-3.04123215954858	0.0287103187810546	5	-8.09016275929677	-0.678503907369895	Welch Two Sample t-test	two.sided
[Eubacterium] brachy group	-0.916666666666667	0	0.916666666666667	-2.99956020251495	0.0301144626640747	5	-1.70223739156525	-0.131095941768079	Welch Two Sample t-test	two.sided
Holdemanella	1.785	1.785	0	1.81805110031748	0.128731611242171	5	-0.738850168903148	4.30885016890315	Welch Two Sample t-test	two.sided
Mogibacterium	-0.153	0	0.153	-2.23606797749979	0.0755868184216124	5	-0.328888669221995	0.0228886692219951	Welch Two Sample t-test	two.sided
Mediterraneibacter	1.376	1.376	0	2.08594378115945	0.0913693427649064	5	-0.319693161907507	3.07169316190751	Welch Two Sample t-test	two.sided
Moryella	-0.305833333333333	0	0.305833333333333	-1.93701903964702	0.110492009714083	5	-0.711699045186137	0.100032378519471	Welch Two Sample t-test	two.sided
Anaeroglobus	-0.662	0	0.662	-1.90421602373178	0.115238195145642	5	-1.55566182932139	0.231661829321387	Welch Two Sample t-test	two.sided
Collinsella	0.610833333333333	0.610833333333333	0	2.15100613807565	0.0841379284515928	5	-0.119149275025279	1.34081594169195	Welch Two Sample t-test	two.sided
Parabacteroides	0.407333333333333	0.407333333333333	0	2.00196205533937	0.10168439106981	5	-0.115695394870189	0.930362061536856	Welch Two Sample t-test	two.sided
Erysipelotrichaceae UCG-003	1.01883333333333	1.01883333333333	0	1.79511437336223	0.132588970747303	5	-0.440123543772008	2.47779021043867	Welch Two Sample t-test	two.sided
Prevotellaceae NK3B31 group	1.47666666666667	1.47666666666667	0	1.5161900041745	0.189912107713493	5	-1.02690643444321	3.98023976777654	Welch Two Sample t-test	two.sided
Mycoplasma	-0.508833333333333	0	0.508833333333333	-1.68677941089722	0.152453153469568	5	-1.28427422120687	0.266607554540207	Welch Two Sample t-test	two.sided
Gemmiger	0.612333333333333	0.612333333333333	0	1.58070852970529	0.174784637590237	5	-0.383456158809645	1.60812282547631	Welch Two Sample t-test	two.sided
Flexilinea	-0.5605	0	0.5605	-3.37998826378004	0.019674438813974	5	-0.986776959098908	-0.134223040901092	Welch Two Sample t-test	two.sided
