Class	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Chloroflexi|Chloroflexia|Chloroflexales|Chloroflexaceae	16	26	10	12	23	8	13	16	15	16	12	19	36	18	25	22	12	18
Bacteria|Chloroflexi|Chloroflexia|Chloroflexales|Oscillochloridaceae	11	18	5	9	13	8	10	13	17	5	10	9	12	15	7	12	13	13
Bacteria|Chloroflexi|Chloroflexia|Chloroflexales|Roseiflexaceae	86	123	25	75	65	41	63	94	89	66	73	70	89	49	87	64	39	73
Bacteria|Chloroflexi|Chloroflexia|Chloroflexales|Unassigned	1	7	1	4	2	2	4	14	11	3	6	5	6	0	5	3	0	4
Bacteria|Chloroflexi|Chloroflexia|Herpetosiphonales|Herpetosiphonaceae	78	101	38	135	102	63	69	192	57	97	140	101	385	46	115	92	149	130
Bacteria|Chloroflexi|Chloroflexia|Kallotenuales|Kallotenuaceae	2	4	0	0	13	1	1	0	0	1	1	1	0	0	0	1	0	1
Bacteria|Chloroflexi|Chloroflexia|Unassigned|Unassigned	5	15	3	7	9	5	9	6	3	15	6	9	14	9	4	38	4	3
Bacteria|Chloroflexi|Ktedonobacteria|Ktedonobacterales|Unassigned	0	0	1	0	5	4	2	3	1	1	11	1	1	5	5	0	18	0
Bacteria|Chloroflexi|Thermomicrobia|Thermomicrobiales|Thermomicrobiaceae	4	5	0	3	1	5	5	2	1	7	1	2	7	2	3	5	3	5
Bacteria|Chloroflexi|Unassigned|Unassigned|Unassigned	6	9	2	3	2	3	5	13	4	5	7	2	5	4	3	5	6	8
Bacteria|Firmicutes|Bacilli|Bacillales|Alicyclobacillaceae	0	0	0	1	1	4	4	4	0	3	19	1	1	3	0	10	0	0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_1	105	110	67	73	46	106	319	154	190	208	118	393	59	41	76	53	39	72
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_2	3	0	0	0	1	0	18	2	10	1	1	2	0	0	1	0	0	3
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1	38	36	78	326	16	66	188	96	42	91	28	68	21	16	28	26	19	18
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_2	2	4	5	4	2	5	3	10	0	1	1	1	1	0	1	1	0	1
Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae	5	5	3	6	2	4	9	2	6	1	13	27	2	3	3	2	4	4
Bacteria|Firmicutes|Bacilli|Bacillales|Thermoactinomycetaceae_1	1	2	2	1	0	2	0	0	4	1	0	5	0	0	1	3	0	3
Bacteria|Firmicutes|Bacilli|Bacillales|Thermoactinomycetaceae_2	5	10	3	12	3	2	4	18	9	3	9	9	1	1	4	6	3	10
Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae	14	7	47	12	7	11	20	5	7	14	16	14	18	18	18	9	10	28
Bacteria|Firmicutes|Bacilli|Unassigned|Unassigned	90	45	61	73	35	47	53	48	106	80	55	41	31	48	46	64	43	50
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1	0	37	2	1	1	0	4	0	9	0	1	1	0	0	0	0	0	9
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae	0	0	2	1	1	1	2	1	1	1	1	7	0	2	0	1	1	2
Bacteria|Firmicutes|Unassigned|Unassigned|Unassigned	1	1	1	3	0	2	1	3	1	3	2	2	0	0	1	0	3	1
Bacteria|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceae	16	21	13	14	7	13	22	21	17	14	17	16	9	15	13	17	12	20
Bacteria|Ignavibacteriae|Ignavibacteria|Ignavibacteriales|Ignavibacteriaceae	2	2	0	2	0	5	1	1	0	7	0	0	0	0	1	0	0	3
Bacteria|Nitrospirae|Nitrospira|Nitrospirales|Nitrospiraceae	5	6	3	7	3	6	10	6	9	7	11	15	9	9	9	38	13	19
Bacteria|Planctomycetes|Phycisphaerae|Phycisphaerales|Phycisphaeraceae	4	5	0	2	0	1	4	1	0	0	2	5	2	1	1	4	1	3
Bacteria|Planctomycetes|Planctomycetacia|Pirellulales|Lacipirellulaceae	0	19	9	3	0	2	35	52	25	7	17	29	15	15	15	13	8	3
Bacteria|Planctomycetes|Planctomycetacia|Pirellulales|Pirellulaceae	3	2	4	0	1	4	18	14	5	9	9	11	7	4	10	3	3	6
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae	144	126	154	136	191	177	111	109	64	83	143	106	112	136	95	110	111	117
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Hyphomonadaceae	17	14	7	8	9	5	23	17	6	16	17	17	12	7	12	20	15	21
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Unassigned	5	0	0	3	0	2	1	6	2	1	1	4	3	0	0	1	1	16
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Afifellaceae	17	13	18	17	13	15	15	12	7	11	12	14	12	8	26	19	9	13
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Ancalomicrobiaceae	3	11	9	3	2	2	11	10	13	5	8	6	7	5	7	15	10	8
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Boseaceae	42	45	118	155	97	56	44	56	24	28	53	32	51	36	34	62	88	58
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae	358	471	502	446	391	470	516	333	274	312	401	409	301	304	404	387	330	382
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Brucellaceae	0	0	6	0	1	4	1	0	0	0	0	0	0	4	0	3	2	1
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Chelatococcaceae	2	8	12	8	11	4	6	4	8	10	7	3	7	6	9	7	5	8
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Devosiaceae	184	157	235	198	371	252	128	174	88	140	152	111	97	126	130	110	143	180
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae	138	136	180	125	104	141	175	115	69	108	126	158	102	88	103	79	71	127
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Kaistiaceae	20	11	12	10	7	34	20	11	9	11	9	13	7	0	16	16	2	9
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae	42	49	21	20	26	39	41	25	32	27	33	58	23	20	30	31	18	40
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylocystaceae	2	2	10	1	0	2	3	1	1	1	2	0	0	0	4	0	3	4
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Parvibaculaceae	8	4	4	9	6	5	5	6	5	7	3	8	2	6	5	9	5	5
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae	101	124	146	132	145	169	88	80	84	82	104	83	99	104	88	113	112	92
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Pleomorphomonadaceae	7	4	8	8	21	8	6	5	7	5	6	4	8	11	22	4	11	8
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae	336	265	645	534	774	473	264	321	230	351	432	351	279	418	252	329	483	322
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Unassigned	66	77	76	59	61	66	109	56	68	61	76	67	52	58	86	46	43	64
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Azospirillaceae	3	2	6	4	2	3	7	4	6	2	5	5	3	4	0	9	2	3
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Reyranellaceae	20	28	30	16	6	30	28	14	21	18	14	27	17	11	38	28	9	15
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae	63	74	39	42	25	36	138	80	85	70	76	75	75	62	68	95	42	59
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Thalassobaculaceae	3	6	1	2	0	3	3	6	5	3	5	6	4	3	1	3	3	4
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Unassigned	9	10	8	10	7	11	13	10	11	7	15	21	8	11	4	6	7	11
Bacteria|Proteobacteria|Alphaproteobacteria|Sneathiellales|Sneathiellaceae	15	14	21	7	12	11	16	12	9	9	16	20	21	21	19	36	20	24
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae	23	20	33	30	47	47	22	34	13	15	29	17	11	26	28	24	32	23
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae	196	224	420	359	446	313	180	152	128	159	197	201	128	187	139	235	219	177
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Unassigned	1	3	5	2	3	0	4	0	1	0	2	2	1	1	0	2	1	1
Bacteria|Proteobacteria|Alphaproteobacteria|Unassigned|Unassigned	18	26	44	13	9	32	24	23	23	30	18	37	22	42	29	41	13	24
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae	9	6	5	2	5	6	11	19	10	50	14	19	4	8	12	8	1	7
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae	28	18	57	38	14	38	29	33	23	24	27	43	23	34	20	30	34	29
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae	2962	2064	3129	3078	4568	3063	1752	1528	2256	2343	2351	1738	2507	3299	2355	2622	2812	2447
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae	784	588	603	1055	1121	1193	549	397	651	597	534	567	834	1026	627	632	698	672
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Unassigned	10	7	3	1	5	6	9	6	10	7	10	12	11	2	8	9	6	14
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae	24	14	16	13	9	15	30	11	7	29	27	25	9	12	28	17	13	20
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae	26	46	23	24	59	67	20	38	31	32	30	16	34	48	65	36	32	29
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Thiobacillaceae	1	2	0	2	0	1	0	1	0	0	1	3	1	2	1	2	0	5
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Unassigned	8	16	26	6	2	8	19	12	14	6	20	19	9	3	12	5	13	13
Bacteria|Proteobacteria|Betaproteobacteria|Rhodocyclales|Zoogloeaceae	12	13	4	8	6	17	19	7	15	9	12	15	8	15	13	9	4	8
Bacteria|Proteobacteria|Betaproteobacteria|Unassigned|Unassigned	1	4	4	3	4	5	7	2	6	4	3	6	4	0	2	4	2	7
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae	14	17	13	14	27	17	9	11	13	11	13	7	10	18	9	9	4	10
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Unassigned	0	0	2	1	2	1	7	1	1	0	0	1	0	2	1	1	2	0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Unassigned	1	1	1	0	4	1	2	2	1	3	2	0	2	1	3	2	2	0
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae	7	21	28	47	55	18	39	26	18	32	38	21	39	61	33	32	33	25
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae	49	65	41	22	22	138	72	34	40	79	45	50	107	35	62	49	34	50
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Unassigned	4	6	6	3	1	3	8	4	5	1	10	5	3	2	5	7	6	14
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacteraceae	21	15	8	6	6	10	20	28	14	25	15	21	10	9	18	18	7	19
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Haliangiaceae	31	45	11	20	18	38	68	43	44	44	56	62	49	31	52	34	38	46
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Kofleriaceae	23	10	10	12	17	9	18	12	20	21	21	22	24	15	30	16	15	27
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Labilitrichaceae	10	19	11	12	8	6	15	6	14	8	12	17	11	11	18	10	11	17
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae	0	5	1	1	2	0	2	1	1	0	3	4	1	3	0	0	0	0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Nannocystaceae	38	24	29	34	36	43	36	21	40	34	47	42	52	60	68	56	74	48
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae	204	238	152	143	134	289	233	169	110	194	179	191	127	99	190	118	141	131
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Sandaracinaceae	32	21	34	27	43	22	26	17	22	24	34	26	28	40	27	37	30	31
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Unassigned	24	14	9	24	6	14	30	23	19	31	17	31	22	17	13	12	33	23
Bacteria|Proteobacteria|Deltaproteobacteria|Syntrophobacterales|Syntrophobacteraceae	2	0	2	1	0	0	1	2	0	3	1	2	0	1	3	1	1	1
Bacteria|Proteobacteria|Deltaproteobacteria|Unassigned|Unassigned	66	70	38	44	35	80	67	44	40	56	58	73	42	45	74	31	43	85
Bacteria|Proteobacteria|Gammaproteobacteria|Acidiferrobacterales|Acidiferrobacteraceae	2	2	1	0	0	0	3	6	1	4	4	2	0	1	5	7	0	2
Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae	13	3	7	6	5	3	12	30	69	42	5	4	34	10	8	5	4	10
Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae	14	9	18	11	8	8	11	12	11	6	7	18	5	8	6	5	7	19
Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Unassigned	2	1	5	9	7	2	0	5	2	4	4	3	6	4	5	7	6	6
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae	0	0	1	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Gammaproteobacteria_incertae_sedis|Unassigned	149	135	145	115	146	125	231	141	138	153	184	199	139	156	234	175	168	230
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Nevskiaceae	6	4	2	4	2	3	4	3	1	1	6	5	4	3	4	6	4	5
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Steroidobacteraceae	385	390	314	312	161	322	531	344	410	328	454	458	324	402	486	477	371	530
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Unassigned	1	0	3	0	1	2	4	3	1	2	2	2	1	0	5	1	2	1
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae	46	33	36	42	186	46	98	245	57	256	150	225	37	37	64	44	126	77
Bacteria|Proteobacteria|Gammaproteobacteria|Unassigned|Unassigned	15	15	15	20	29	15	22	14	15	22	19	11	29	26	17	15	23	21
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae	14	16	27	35	28	27	21	18	24	10	12	18	29	30	25	15	25	29
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae	210	167	262	292	319	339	158	163	207	192	346	237	172	223	236	279	241	285
Bacteria|Proteobacteria|Oligoflexia|Bacteriovoracales|Bacteriovoracaceae	9	16	38	22	73	28	18	21	15	36	26	8	28	71	16	21	37	11
Bacteria|Proteobacteria|Unassigned|Unassigned|Unassigned	40	50	10	27	40	50	43	31	29	25	18	26	81	29	32	22	42	41
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Leptospiraceae	6	2	11	11	15	10	10	10	11	20	16	7	11	15	13	16	7	20
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae	1	1	1	2	1	0	2	3	3	3	2	3	0	6	2	3	0	4
Bacteria|Unassigned|Unassigned|Unassigned|Unassigned	50	76	68	62	65	59	58	59	62	41	48	51	57	62	64	53	73	50
Bacteria|Verrucomicrobia|Opitutae|Opitutales|Opitutaceae	1	1	2	2	3	3	3	3	11	9	17	24	15	10	16	9	7	6
Bacteria|Verrucomicrobia|Spartobacteria|Unassigned|Unassigned	3	1	3	0	2	2	13	3	7	1	5	8	4	2	3	8	2	3
Bacteria|Verrucomicrobia|Subdivision3|Unassigned|Unassigned	7	3	5	1	2	5	4	4	7	6	8	4	3	2	8	4	1	4
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Verrucomicrobiaceae	0	0	3	0	1	1	2	2	7	1	8	7	3	6	1	3	3	1
Bacteria|Acidobacteria|Acidobacteria_Gp10|Unassigned|Unassigned|Gp10	27	29	19	16	17	21	40	25	40	18	35	36	13	14	69	31	6	23
Bacteria|Acidobacteria|Acidobacteria_Gp17|Unassigned|Unassigned|Gp17	1	5	3	0	3	5	20	6	3	2	14	11	9	9	11	2	3	5
Bacteria|Acidobacteria|Acidobacteria_Gp3|Unassigned|Unassigned|Gp3	1	4	1	1	0	1	4	2	5	2	2	0	0	2	3	0	1	1
Bacteria|Acidobacteria|Acidobacteria_Gp6|Unassigned|Unassigned|Gp6	1	5	0	1	0	0	12	2	5	3	10	11	3	1	6	7	0	2
Bacteria|Acidobacteria|Vicinamibacteria|Vicinamibacterales|Vicinamibacteraceae|Vicinamibacter	1	2	1	0	1	2	14	7	5	3	12	17	12	4	9	3	4	4
Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Acidimicrobiaceae|Acidiferrimicrobium	1	3	5	2	0	0	1	5	3	3	2	1	3	1	4	1	1	2
Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Acidimicrobiales_incertae_sedis|Aciditerrimonas	0	1	2	0	1	0	4	4	4	0	7	5	2	0	8	0	3	5
Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Iamiaceae|Actinomarinicola	14	31	18	24	23	32	60	43	37	25	46	43	36	47	41	19	28	31
Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Iamiaceae|Aquihabitans	5	18	8	6	3	2	9	17	9	18	12	14	17	8	15	6	13	16
Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Iamiaceae|Iamia	4	9	22	4	7	6	3	8	7	7	3	4	4	7	7	7	6	4
Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Iamiaceae|Unassigned	1	5	2	7	7	5	11	4	3	10	4	4	3	10	8	10	9	3
Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Ilumatobacteraceae|Desertimonas	9	8	6	4	6	6	22	9	7	10	12	18	9	10	6	8	8	9
Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Ilumatobacteraceae|Ilumatobacter	7	8	7	8	6	6	15	2	7	8	13	14	7	7	7	8	4	4
Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Unassigned|Unassigned	4	6	11	8	6	4	12	17	6	9	8	8	8	4	15	8	13	4
Bacteria|Actinobacteria|Actinobacteria|Cryptosporangiales|Cryptosporangiaceae|Cryptosporangium	1	0	1	0	0	5	0	1	0	1	1	4	1	0	0	3	5	1
Bacteria|Actinobacteria|Actinobacteria|Frankiales|Frankiaceae|Frankia	4	5	1	5	1	2	5	6	3	6	6	8	6	1	4	3	6	3
Bacteria|Actinobacteria|Actinobacteria|Geodermatophilales|Geodermatophilaceae|Blastococcus	5	25	12	9	3	9	14	21	9	9	9	32	7	3	10	14	17	6
Bacteria|Actinobacteria|Actinobacteria|Geodermatophilales|Geodermatophilaceae|Geodermatophilus	0	3	0	0	1	1	2	4	4	0	2	4	0	2	2	3	5	2
Bacteria|Actinobacteria|Actinobacteria|Glycomycetales|Glycomycetaceae|Glycomyces	8	19	9	4	5	8	2	3	9	3	2	4	9	5	3	7	8	4
Bacteria|Actinobacteria|Actinobacteria|Kineosporiales|Kineosporiaceae|Angustibacter	10	15	6	9	6	4	14	6	6	7	6	11	7	7	7	5	9	6
Bacteria|Actinobacteria|Actinobacteria|Kineosporiales|Kineosporiaceae|Kineosporia	36	91	43	89	13	26	78	49	59	83	69	44	133	133	92	93	105	64
Bacteria|Actinobacteria|Actinobacteria|Kineosporiales|Kineosporiaceae|Unassigned	3	10	2	3	4	4	4	11	4	1	2	7	4	2	8	1	4	4
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Cellulomonadaceae|Cellulomonas	8	1	1	3	0	5	16	5	10	7	7	10	21	3	10	2	6	14
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Intrasporangiaceae|Intrasporangium	2	9	7	2	2	2	0	2	2	1	0	3	1	2	2	5	0	1
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Agromyces	71	148	109	108	73	70	91	116	87	95	102	90	87	73	115	107	85	116
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Cryobacterium	1	0	0	0	0	3	5	5	7	1	20	0	2	0	2	3	2	1
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Microbacterium	26	3	4	10	4	6	12	2	3	9	7	18	4	4	9	8	10	11
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Arthrobacter	4	9	8	4	3	1	7	15	8	9	15	4	4	2	9	8	7	3
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Paenarthrobacter	9	8	5	4	2	10	7	23	10	11	16	19	12	8	8	20	8	18
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae|Antribacter	3	2	0	0	1	3	0	1	1	0	3	0	1	6	6	3	0	1
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae|Cellulosimicrobium	7	0	0	0	0	0	1	2	0	1	0	8	10	0	2	0	0	1
Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Promicromonosporaceae|Promicromonospora	23	40	15	29	11	52	30	18	17	15	57	33	15	24	21	20	15	20
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Actinoplanes	297	510	370	346	174	388	289	412	586	372	444	304	405	340	357	355	452	416
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Catellatospora	39	35	16	32	6	12	40	44	27	13	40	20	30	17	33	13	18	36
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Catelliglobosispora	9	6	11	2	4	1	4	8	5	2	3	5	6	3	4	3	4	15
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Catenuloplanes	4	15	1	4	10	4	6	7	3	6	10	7	6	11	9	7	7	6
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Couchioplanes	62	62	9	13	4	27	39	58	21	17	18	39	46	45	46	27	70	25
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Dactylosporangium	42	84	39	45	18	37	68	68	44	45	47	64	56	30	51	48	39	79
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Hamadaea	1	5	0	0	0	1	2	1	0	1	0	0	0	4	0	0	7	0
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Micromonospora	28	37	70	14	12	17	34	50	23	33	37	37	34	36	39	32	19	34
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Phytohabitans	2	6	4	2	3	2	1	9	2	1	1	4	5	6	3	8	2	10
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Planosporangium	3	4	0	0	1	0	2	1	3	1	0	0	2	2	1	0	0	1
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Plantactinospora	1	18	0	0	2	2	9	5	2	3	4	7	3	2	1	1	2	2
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Rhizocola	13	5	0	5	1	6	2	9	6	1	7	11	6	9	20	6	4	3
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Unassigned	40	77	21	54	52	28	50	68	44	39	30	26	36	31	53	45	32	44
Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Virgisporangium	20	18	53	14	23	13	21	25	29	24	9	31	24	9	20	11	5	25
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Mycobacteriaceae|Mycobacterium	54	62	57	29	15	23	43	34	30	34	26	33	37	20	58	34	34	22
Bacteria|Actinobacteria|Actinobacteria|Mycobacteriales|Nocardiaceae|Nocardia	10	13	25	1	10	5	6	12	6	13	12	7	20	4	23	13	4	8
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Actinopolymorphaceae|Flindersiella	9	2	1	1	0	0	4	2	1	4	2	2	0	3	4	12	0	5
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Actinopolymorphaceae|Thermasporomyces	2	0	0	1	2	3	7	6	7	8	6	4	9	3	3	7	4	1
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Actinopolymorphaceae|Unassigned	10	4	3	2	2	8	7	4	5	9	6	7	4	1	4	5	4	3
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Kribbellaceae|Kribbella	47	121	75	44	38	48	77	72	63	55	82	73	76	111	68	104	141	74
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Aeromicrobium	43	81	115	68	67	58	18	37	35	41	40	38	37	31	45	49	35	45
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Marmoricola	7	10	12	13	8	5	7	15	4	6	10	3	5	1	5	13	6	8
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Nocardioides	182	284	318	231	233	271	175	305	201	161	274	183	195	159	251	213	218	218
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Microlunatus	6	3	0	3	0	4	6	2	2	2	0	1	1	2	3	0	0	2
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Unassigned|Unassigned	18	30	12	19	11	18	25	27	28	15	17	26	23	18	28	21	16	23
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Actinocrispum	107	113	447	159	23	27	172	158	131	106	134	96	209	38	151	120	79	356
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Actinokineospora	0	0	1	0	4	0	3	4	1	0	3	1	3	2	2	0	1	1
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Actinophytocola	20	41	1	53	4	58	38	18	26	27	28	40	24	54	21	64	18	71
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis	104	356	194	147	146	168	73	103	47	123	112	68	171	185	107	230	633	100
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Kibdelosporangium	26	33	7	444	189	10	39	59	26	64	30	32	110	15	40	43	26	66
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Lentzea	321	705	405	302	323	349	289	277	253	303	451	315	555	415	477	447	364	347
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Pseudonocardia	33	57	82	51	19	37	43	49	39	32	39	43	48	41	31	68	34	51
