ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6
ASV_105	-20.814	13.433	0.404656761927286	0.560293978053165	NotSig	0	0.184	0	0	0	0	0	0	1.106	0	0	0	0	0
ASV_1114	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_66	-22.37	14.374	0.0740099699862347	0.363321670841516	NotSig	0	0.542	0	0	0	0	0	0	0	0.238	0	0	0.891	2.124
ASV_96	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1081	-16.414	9.033	0.404656761927286	0.560293978053165	NotSig	0	0.009	0	0	0	0	0	0	0	0	0	0	0.052	0
ASV_1131	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_225	22.559	15.178	0.404656761927286	0.560293978053165	NotSig	0.618	0	3.707	0	0	0	0	0	0	0	0	0	0	0
ASV_282	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_324	-21.403	13.033	0.00962171958575914	0.278795191899557	NotSig	0	0.277	0	0	0	0	0	0	0.035	0	0.336	0.101	0.838	0.354
ASV_355	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_479	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_78	-21.736	14.355	0.404656761927286	0.560293978053165	NotSig	0	0.349	0	0	0	0	0	0	0	0	0	0	2.095	0
ASV_97	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_112	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_131	-21.494	13.618	0.0740099699862347	0.363321670841516	NotSig	0	0.295	0	0	0	0	0	0	0.38	0	0.134	0	1.257	0
ASV_340	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_413	-20.52	12.521	0.175734335644225	0.461885820233052	NotSig	0	0.15	0	0	0	0	0	0	0.588	0	0	0	0.314	0
ASV_1231	-20.154	11.241	0.00962171958575914	0.278795191899557	NotSig	0	0.117	0	0	0	0	0	0	0.242	0.238	0.067	0.101	0.052	0
ASV_199	-22.075	14.563	0.0740099699862347	0.363321670841516	NotSig	0	0.442	0	0	0	0	0	0	0	0	2.421	0	0.052	0.177
ASV_224	22.763	14.925	0.0284406622664748	0.341287947197698	NotSig	0.712	0	0.927	3.11	0	0.13	0.104	0	0	0	0	0	0	0
ASV_279	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_298	-21.576	12.521	0.00277843011009903	0.235769640771261	NotSig	0	0.313	0	0	0	0	0	0	0.588	0.475	0.202	0.101	0.157	0.354
ASV_41	-23.38	15.999	0.404656761927286	0.560293978053165	NotSig	0	1.091	0	0	0	0	0	0	0	0	0	0	0	6.549
ASV_504	22.52	14.394	0.00962171958575914	0.278795191899557	NotSig	0.602	0	0.185	2.153	0.757	0	0.208	0.306	0	0	0	0	0	0
ASV_658	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_101	21.569	14.188	0.404656761927286	0.560293978053165	NotSig	0.311	0	0	0	1.867	0	0	0	0	0	0	0	0	0
ASV_130	22.615	15.234	0.404656761927286	0.560293978053165	NotSig	0.642	0	0	0	0	0	3.854	0	0	0	0	0	0	0
ASV_221	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_227	21.629	14.149	0.175734335644225	0.461885820233052	NotSig	0.324	0	0	0	1.816	0.13	0	0	0	0	0	0	0	0
ASV_375	22.745	15.312	0.175734335644225	0.461885820233052	NotSig	0.703	0	0	4.067	0.151	0	0	0	0	0	0	0	0	0
ASV_72	-21.298	12.799	0.0284406622664748	0.341287947197698	NotSig	0	0.258	0	0	0	0	0	0	0.035	0.713	0.538	0	0.262	0
ASV_810	22.611	13.394	0.00962171958575914	0.278795191899557	NotSig	0.641	0	0	1.077	0.757	0.259	0.833	0.917	0	0	0	0	0	0
ASV_84	-21.76	12.84	0.0284406622664748	0.341287947197698	NotSig	0	0.355	0	0	0	0	0	0	0.622	0	0.067	0	0.733	0.708
ASV_863	-21.062	13.134	0.0740099699862347	0.363321670841516	NotSig	0	0.219	0	0	0	0	0	0	0.899	0	0	0.101	0.314	0
ASV_1093	-19.17	11.789	0.404656761927286	0.560293978053165	NotSig	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0.354
ASV_337	-18.947	10.976	0.0740099699862347	0.363321670841516	NotSig	0	0.051	0	0	0	0	0	0	0.035	0	0.067	0.201	0	0
ASV_406	-21.578	12.84	0.00962171958575914	0.278795191899557	NotSig	0	0.313	0	0	0	0	0	0	0.311	0.119	0.538	0	0.733	0.177
ASV_70	-21.54	13.715	0.0740099699862347	0.363321670841516	NotSig	0	0.305	0	0	0	0	0	0	0.38	0	1.345	0	0.105	0
ASV_108	-19.942	12.561	0.404656761927286	0.560293978053165	NotSig	0	0.101	0	0	0	0	0	0	0	0	0	0.604	0	0
ASV_110	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_172	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_247	-21.513	12.957	0.00962171958575914	0.278795191899557	NotSig	0	0.299	0	0	0	0	0	0	0.795	0.356	0	0.101	0.367	0.177
ASV_276	-15.814	8.433	0.404656761927286	0.560293978053165	NotSig	0	0.006	0	0	0	0	0	0	0.035	0	0	0	0	0
ASV_280	-18.17	10.789	0.404656761927286	0.560293978053165	NotSig	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0.177
ASV_357	-19.095	10.976	0.175734335644225	0.461885820233052	NotSig	0	0.056	0	0	0	0	0	0	0	0	0.134	0.201	0	0
ASV_469	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_535	22.342	14.509	0.175734335644225	0.461885820233052	NotSig	0.532	0	0	0	0.858	2.332	0	0	0	0	0	0	0	0
ASV_610	-21.364	12.783	0.00277843011009903	0.235769640771261	NotSig	0	0.27	0	0	0	0	0	0	0.207	0.119	0.202	0.705	0.21	0.177
ASV_788	21.749	13.786	0.0740099699862347	0.363321670841516	NotSig	0.353	0	0.463	0.239	1.413	0	0	0	0	0	0	0	0	0
ASV_1006	-20.331	11.976	0.0740099699862347	0.363321670841516	NotSig	0	0.132	0	0	0	0	0	0	0.035	0	0	0.403	0	0.354
ASV_125	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_145	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_158	-21.199	12.755	0.0740099699862347	0.363321670841516	NotSig	0	0.241	0	0	0	0	0	0	0.691	0	0	0	0.576	0.177
ASV_187	21.447	14.066	0.404656761927286	0.560293978053165	NotSig	0.286	0	0	0	1.715	0	0	0	0	0	0	0	0	0
ASV_188	23.303	15.578	0.0284406622664748	0.341287947197698	NotSig	1.035	0	0.185	0	0.505	0	0.625	4.893	0	0	0	0	0	0
ASV_206	-18.481	10.214	0.175734335644225	0.461885820233052	NotSig	0	0.037	0	0	0	0	0	0	0	0.119	0	0.101	0	0
ASV_272	-18.17	10.789	0.404656761927286	0.560293978053165	NotSig	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0.177
ASV_353	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_396	22.342	14.484	0.0284406622664748	0.341287947197698	NotSig	0.532	0	0.185	0.359	0.353	0	2.292	0	0	0	0	0	0	0
ASV_498	22.33	14.81	0.0740099699862347	0.363321670841516	NotSig	0.527	0	2.873	0.239	0.05	0	0	0	0	0	0	0	0	0
ASV_579	-21.248	13.203	0.0740099699862347	0.363321670841516	NotSig	0	0.249	0	0	0	0	0	0	0.484	0	0.067	0	0.943	0
ASV_681	-18.621	11.241	0.404656761927286	0.560293978053165	NotSig	0	0.04	0	0	0	0	0	0	0.242	0	0	0	0	0
ASV_738	22.105	13.316	0.00277843011009903	0.235769640771261	NotSig	0.451	0	1.019	0.239	0.908	0.13	0.104	0.306	0	0	0	0	0	0
ASV_82	-22.413	14.597	0.0740099699862347	0.363321670841516	NotSig	0	0.558	0	0	0	0	0	0	0.035	0	0	0	0.838	2.478
ASV_87	-21.501	14.12	0.404656761927286	0.560293978053165	NotSig	0	0.297	0	0	0	0	0	0	0	0	0	0	1.781	0
ASV_1078	-19.588	11.789	0.175734335644225	0.461885820233052	NotSig	0	0.079	0	0	0	0	0	0	0	0.119	0	0	0	0.354
ASV_118	-20.858	13.478	0.404656761927286	0.560293978053165	NotSig	0	0.19	0	0	0	0	0	0	1.141	0	0	0	0	0
ASV_127	22.274	14.81	0.0740099699862347	0.363321670841516	NotSig	0.507	0	2.873	0.12	0.05	0	0	0	0	0	0	0	0	0
ASV_198	-21.659	14.148	0.0740099699862347	0.363321670841516	NotSig	0	0.331	0	0	0	0	0	0	0	0.119	1.816	0	0.052	0
ASV_262	-19.305	11.789	0.175734335644225	0.461885820233052	NotSig	0	0.065	0	0	0	0	0	0	0.035	0	0	0	0	0.354
ASV_341	0	-Inf	NA	NA	NotSig	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_374	4.723	14.684	0.461950454587791	0.636655614907536	NotSig	0.523	0.02	0	2.632	0.505	0	0	0	0	0.119	0	0	0	0
ASV_437	-21.333	12.853	0.0284406622664748	0.341287947197698	NotSig	0	0.264	0	0	0	0	0	0	0.346	0.238	0.74	0	0.262	0
ASV_480	-18.17	10.789	0.404656761927286	0.560293978053165	NotSig	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0.177
ASV_65	-20.621	13.241	0.404656761927286	0.560293978053165	NotSig	0	0.161	0	0	0	0	0	0	0.968	0	0	0	0	0
