var	estimate	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Pelomonas	4.69160446247552	9.92085977146057	5.22925530898504	5.27150466886643	0.000788233587578082	7.89105906944234	2.63433362882845	6.7488752961226	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Herminiimonas	0.511079836437858	0.821351801511872	0.310271965074014	3.98187118042868	0.00456292873582317	7.54341400034891	0.211952809008949	0.810206863866767	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia	1.03176025795994	2.29620541959535	1.26444516163541	2.34268767102018	0.0414211866016598	9.88826504641827	0.0489441676027251	2.01457634831715	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Undibacterium	0.290748647258841	0.416791813042663	0.126043165783822	3.94954416664106	0.0094263513900541	5.3672651733628	0.105342505948504	0.476154788569178	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio	0.0413676562586035	0.139584610510063	0.0982169542514599	2.44817477420115	0.0412338479293695	7.68644520904386	0.00212388712038949	0.0806114253968174	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Haliangiaceae|Haliangium	-0.25901851801371	0.229864969692307	0.488883487706017	-4.01177340527514	0.00257890440102844	9.78903877360382	-0.403298742767199	-0.114738293260222	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Kofleriaceae|Kofleria	-0.0622586072088838	0.113072711358396	0.175331318567279	-2.43710161554937	0.0394208840578581	8.38369936598652	-0.120702161176982	-0.00381505324078552	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Unassigned|Unassigned	-0.105231165549592	0.128230430013958	0.23346159556355	-2.79012148155643	0.0192995674865342	9.89392330813784	-0.189389093660257	-0.0210732374389276	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Gammaproteobacteria|Gammaproteobacteria_incertae_sedis|Unassigned|Acidibacter	-0.45756235911342	1.02819106380076	1.48575342291418	-3.19186196410003	0.0176845962996002	6.27157332936037	-0.804684820188871	-0.110439898037969	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Steroidobacteraceae|Steroidobacter	-1.13065001236468	2.39504511801375	3.52569513037843	-2.79351200090454	0.0200866673699564	9.40926271709895	-2.04020389561306	-0.221096129116298	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas	-1.05903264265759	0.438933912232429	1.49796655489002	-2.9835628344222	0.0200374055451548	7.11175997922668	-1.89570303839493	-0.222362246920257	Welch Two Sample t-test	two.sided
